nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
1;sīre;;;;n.;53.0;195
2;sīʹrens;G.;;;n.;54.0;195
3;fiʹrĭus;L.;;;n.;55.0;195
2;sĭʹrnāme;;;;n.;56.0;195
2;sĭʹrră_h_;;;;n.;57.0;195
2;sĭʹſt_e_r;L.;;;n.;58.0;195
3;sĭʹſtĕrhood;;;;n.;59.0;195
2;sĭʹſtrŭm;;;;n.;60.0;195
1;sĭt;;;;v.;61.0;195
1;sīte;;;;n.;62.0;195
1;sīthe;;;;n.;63.0;195
3;sĭtūāte;;nbSyll>1 et pas d'accent tonic;;a.;64.0;195
5;sĭtūāʹtion;;;;n.;65.0;195
1;sĭx;;;.;n.;66.0;195
2;sĭxteeʹn;;;;n.;67.0;195
2;sĭʹxfold;;;;n.;68.0;195
2;sĭʹxty;;;;n.;69.0;195
3;sīʹzable;;;;a.;70.0;195
2;sīʹz_e_r;;;;n.;71.0;195
1;ſkain;;;;n.;72.0;195
1;ſkătch;;;;v.;73.0;195
1;ſkāte;;;;n.;2.0;196
3;ſkĕʹlĕton;;;;n.;3.0;196
2;ſkĕʹllet;F.;;;n.;4.0;196
1;ſkĕtch;;;;n.;5.0;196
1;ſkew;;;;a.;6.0;196
2;ſkeʹwer;;;;n.;7.0;196
1;ſkĭff;F.;;;n.;8.0;196
2;ſkĭʹlful;;;;a.;9.0;196
1;ſkĭll;;;;n.;10.0;196
2;ſkĭʹllet;;;;n.;11.0;196
1;ſkĭm;;;;n.;12.0;196
2;ſkĭʹmm_e_r;F.;;;n.;13.0;196
3;ſkĭʹmĭngton;;;;n.;14.0;196
1;ſkĭn;;;;n.;15.0;196
2;ſkĭʹnny;;;;a.;16.0;196
1;ſkĭp;;;;v.;17.0;196
2;ſkĭʹrmiſh;;;;n.;18.0;196
1;ſkĭrts;;;;n.;19.0;196
1;ſkĭt;;;;n.;20.0;196
2;ſkĭʹttiſh;;;;a.;21.0;196
1;ſkream;;;;n.;22.0;196
1;ſkreen;;;;n.;23.0;196
1;ſky;;;;n.;24.0;196
1;ſlăb;;;;n.;25.0;196
2;ſlăʹbby;;;;a.;26.0;196
1;ſlăck;;;;a.;27.0;196
2;ſlăʹck_e_n;;;;v.;28.0;196
1;ſlag;;;;n.;29.0;196
1;ſlāke;;;;v.;30.0;196
1;ſlăm;;;;n.;31.0;196
2;ſlăʹnd_e_r;;;;v.;32.0;196
3;ſlăʹndĕr_o_us;;;;a.;33.0;196
2;ſlăʹnting;;;;a.;34.0;196
1;ſlăp;;;;n.;35.0;196
1;ſlăſh;;;;v.;36.0;196
1;ſlāte;;;;n.;37.0;196
2;ſlăʹttĕrn;;;;n.;38.0;196
1;ſlāve;;;;n.;39.0;196
2;ſlāʹv_e_r;;;;v.;40.0;196
2;ſlāʹv_e_ry;;;;n.;41.0;196
2;ſlau_gh_t_e_r;;nbSyll>1 et pas d'accent tonic;;n.;42.0;196
1;ſlay;;;;n.;43.0;196
2;ſleaʹzy;;;;a.;44.0;196
1;ſlĕdge;;;;n.;45.0;196
1;ſleek;;;;a.;46.0;196
1;ſleep;;;;n.;47.0;196
2;ſleeʹpleſs;;;;a.;48.0;196
2;ſleeʹpy;;;;a.;49.0;196
1;ſleet;;;;n.;50.0;196
1;ſleeve;;;;n.;51.0;196
2;ſleeʹv_e_leſs;;;;a.;52.0;196
1;ſlei_gh_t;;;;n.;53.0;196
2;ſlĕʹnder;;;;a.;54.0;196
1;ſlīce;;;;n.;55.0;196
1;ſlīde;;;;v.;56.0;196
1;ſlī_gh_t;;;;n.;57.0;196
3;ſlīʹ_gh_tingly;;;;p.;58.0;196
2;ſlīʹ_gh_tly;;;;p.;59.0;196
2;ſlĭm;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;a.;60.0;196
1;ſlīme;;;;n.;61.0;196
2;ſlīʹmy;;;;a.;62.0;196
1;ſlĭng;;;;n.;63.0;196
1;ſlĭnk;;;;n.;64.0;196
1;ſlĭp;;;;n.;65.0;196
2;ſlĭʹpp_e_rs;;;;n.;66.0;196
3;ſlĭʹpp_e_ry;;;;a.;67.0;196
1;ſlĭt;;;;v.;68.0;196
1;ſloe;;;;n.;69.0;196
1;ſloop;;;;n.;70.0;196
1;ſlŏp;;;;v.;71.0;196
1;ſlōpe;;;;n.;72.0;196
2;ſlŏʹppy;;;;a.;73.0;196
1;ſlops;;;;n.;2.0;197
1;ſlŏth;;;;n.;3.0;197
2;ſlŏʹthful;;;;a.;4.0;197
1;ſlȯu̇ch;;;;n.;5.0;197
1;ſlŏʹv_e_n;;;;n.;6.0;197
3;ſlŏʹvenly;;;;a.;7.0;197
1;ſlo_ugh_;;;;n.;8.0;197
1;ſlo_w_;;;;a.;9.0;197
2;ſlŭʹbb_e_r;;;;v.;10.0;197
1;ſlū_i_ce;;;;n.;11.0;197
1;ſlŭg;;;;n.;12.0;197
2;ſlŭʹggărd;;;;n.;13.0;197
2;ſlŭʹggiſh;;;;a.;14.0;197
2;ſlŭʹmb_e_r;;;;v.;15.0;197
1;ſlŭnk;;;;a.;16.0;197
1;ſlŭr;;;;n.;17.0;197
1;ſlŭt;;;;n.;18.0;197
2;ſlŭʹttiſh;;;;a.;19.0;197
1;ſly;;;;a.;20.0;197
1;ſmăck;;;;n.;21.0;197
1;ſmall;;;;a.;22.0;197
2;ſmaʹllage;;;;n.;23.0;197
1;ſmalt;;;;n.;24.0;197
1;ſmărt;;;;n.;25.0;197
1;ſmătch;;;;n.;26.0;197
3;ſmăʹttĕrĕr;;;;n.;27.0;197
1;ſmear;;;;v.;28.0;197
1;ſmĕll;;;;n.;29.0;197
1;ſmĕlt;;;;n.;30.0;197
2;ſmĕʹlting;L.;;;n.;31.0;197
1;ſmĕrk;;;;v.;32.0;197
2;ſmĭʹcket;;;;n.;33.0;197
1;ſmīle;;;;v.;34.0;197
1;ſmīte;;;;v.;35.0;197
1;ſmĭth;;;;n.;36.0;197
2;ſmĭʹthy;;;;n.;37.0;197
2;ſmĭʹtt_e_n;;;;a.;38.0;197
1;ſmŏck;;;;n.;39.0;197
3;ſmŏʹckfāced;;;;a.;40.0;197
1;ſmōke;;;;n.;41.0;197
2;ſmōʹky;;;;a.;42.0;197
1;ſmooth;;;;a.;43.0;197
2;ſmŏʹther;;;;n.;44.0;197
1;ſmŭg;;;;a.;45.0;197
2;ſmŭʹggle;;;;v.;46.0;197
2;ſmŭʹggler;;;;n.;47.0;197
1;ſmŭt;;;;n.;48.0;197
2;ſmŭʹtty;;;;a.;49.0;197
1;ſnăck;;;;n.;50.0;197
2;ſnăʹffle;;;;n.;51.0;197
1;ſnăg;;;;n.;52.0;197
1;ſnail;;;;n.;53.0;197
1;ſnāke;;;;n.;54.0;197
1;ſnăp;;;;v.;55.0;197
2;ſnăʹppiſh;;;;a.;56.0;197
3;ſnăʹpdrāgon;;;;n.;57.0;197
1;ſnāre;;;;n.;58.0;197
2;ſnărl;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;v.;59.0;197
1;ſnătch;;;;v.;60.0;197
1;ſneak;;;;v.;61.0;197
2;ſneaʹking;;;;n.;62.0;197
1;ſneer;;;;n.;63.0;197
1;ſneeze;;;;n.;64.0;197
2;ſnĭʹgger;;;;v.;65.0;197
1;ſnĭp;;;;v.;66.0;197
1;ſnīpe;;;;n.;67.0;197
1;ſnīte;;;;n.;68.0;197
2;ſnĭʹvel;;;;n.;69.0;197
3;ſnĭʹvelling;;;;a.;70.0;197
1;ſnōre;;;;v.;71.0;197
1;ſnŏrt;;;;v.;72.0;197
1;ſnŏt;;;;n.;73.0;197
1;ſnȯu̇t;;;;n.;2.0;198
1;ſno_w_;;;;n.;3.0;198
2;ſnoʹ_w_drŏp;;;;n.;4.0;198
2;ſnoʹ_w_y;;;;a.;5.0;198
1;ſnŭb;;;;v.;6.0;198
1;ſnŭff;;;;n.;7.0;198
2;ſnŭʹffĕrs;;;;n.;8.0;198
2;ſnŭffle;;nbSyll>1 et pas d'accent tonic;;v.;9.0;198
1;ſnŭg;;;;a.;10.0;198
2;ſnŭʹggle;;;;v.;11.0;198
1;ſoak;;;;v.;12.0;198
1;ſoap;;;;n.;13.0;198
1;ſoar;;;;v.;14.0;198
1;sŏb;;;;n.;15.0;198
2;sŏʹber;L.;;;a.;16.0;198
4;ſobrīʹety;L.;;;n.;17.0;198
2;sŏʹcage;F.;;;n.;18.0;198
3;sŏʹcăger;;;;n.;19.0;198
4;sŏʹcĭable;F.;;;a.;20.0;198
3;sŏʹcĭal;;;;a.;21.0;198
4;sŏcīʹĕty;;;;n.;22.0;198
4;sŏcĭʹnĭans;;;;n.;23.0;198
5;sŏcĭʹnĭanĭſm;;;;n.;24.0;198
1;sŏck;;;;n.;25.0;198
2;sŏʹckĕt;;;;n.;26.0;198
2;sŏʹcle;;;;n.;27.0;198
1;sŏd;;;;n.;28.0;198
4;sŏdāʹlĭty;;;;n.;29.0;198
2;sŏʹdden;;;;a.;30.0;198
2;sŏʹdd_e_r;;;;n.;31.0;198
3;sŏʹdŏmīte;;;;n.;32.0;198
5;sŏdŏmīʹtĭcal;;;;a.;33.0;198
3;sŏʹdŏmy;;;;n.;34.0;198
2;sōʹfa;;;;n.;35.0;198
2;sŏʹfit;;;;n.;36.0;198
1;sŏft;;;;a.;37.0;198
2;sŏʹft_e_n;;;;v.;38.0;198
2;ſoftiſh;;nbSyll>1 et pas d'accent tonic;;p.;39.0;198
2;sŏʹftly;;;;p.;40.0;198
1;ſoil;F.;;;n.;41.0;198
2;ſojouʹrn;;;;v.;42.0;198
1;ſoil;;;;n.;43.0;198
2;sōʹlāce;;;;v.;44.0;198
2;sōʹlar;L.;;;a.;45.0;198
2;sŏʹld_e_r;;;;n.;46.0;198
3;sŏʹldĭer;;;;n.;47.0;198
4;ſoʹldĭery;;;;n.;48.0;198
1;sōle;L.;;;n.;49.0;198
3;sōʹlēcĭfm;;;;n.;50.0;198
2;ſoʹlĕm_n_;L.;;;a.;51.0;198
4;ſolĕʹmnĭty;L.;;;n.;52.0;198
3;ſoʹlĕmnīze;L.;;;v.;53.0;198
2;ſoʹlid;L.;;;n.;54.0;198
4;sŏlĭʹdĭty;L.;;;n.;55.0;198
5;foʹlĭfĭdĭans;L.;;;n.;56.0;198
4;sōlĭʹlŏquy;L.;;;n.;57.0;198
5;foʹlĭtārĭneſs;;;;n.;58.0;198
4;ſoʹlĭtāry;L.;;;a.;59.0;198
3;sŏʹlĭtūde;L.;;;n.;60.0;198
3;sŏllĭʹcit;;;;v.;61.0;198
6;ſollĭcĭtāʹtion;;;;n.;62.0;198
4;sŏllĭʹcĭtor;;;;n.;63.0;198
4;ſŏllĭʹcĭt_o_us;;;;a.;64.0;198
4;ſollĭʹcĭtūde;;;;n.;65.0;198
2;sōʹlo;;;;n.;66.0;198
2;sŏʹlſtĭce;L.;;;n.;67.0;198
4;ſolſtĭʹtial;;;;a.;68.0;198
3;sŏʹlvable;;;;a.;69.0;198
3;ſoʹluble;;;;a.;70.0;198
1;sŏlve;L.;;;v.;71.0;198
2;sŏʹlvent;L.;;;n.;72.0;198
4;ſolūʹtion;;;;n.;73.0;198
3;sŏʹlūtive;;;;a.;2.0;199
2;sŏʹmmer;;;;n.;3.0;199
4;sŏmnĭʹfĕr_o_us.;;;;a.;4.0;199
2;sŏʹmnus;;;;n.;5.0;199
1;sŏn;;;;n.;6.0;199
3;ſonăʹtā;;;;n.;7.0;199
1;sŏng;;;;n.;8.0;199
2;sŏʹngſt_e_r;;;;n.;9.0;199
2;sŏʹnnet;;;;n.;10.0;199
3;sŏnŏʹr_o_us;L.;;;a.;11.0;199
1;ſoop;F.;;;n.;12.0;199
1;ſoot;;;;n.;13.0;199
1;ſooth;;;;v.;14.0;199
3;ſooʹthfayer;;;;n.;15.0;199
3;ſooʹthfaying;;;;n.;16.0;199
2;ſooʹty;;;;a.;17.0;199
1;ſop;;;;n.;18.0;199
1;ſope;;;;n.;19.0;199
1;ſoph;;;;n.;20.0;199
2;sōʹphi;;;;n.;21.0;199
2;sŏʹphiſm;G.;;;n.;22.0;199
2;sŏʹphiſt;;;;n.;23.0;199
4;sŏphĭʹſtĭcal;;;;a.;24.0;199
3;sŏʹphĭſtry;G.;;;n.;25.0;199
5;sŏpōrĭʹfĕr_o_us;;;;a.;26.0;199
3;sŏʹrcĕrĕr;;;;n.;27.0;199
3;sŏʹrcĕrĕſs;;;;n.;28.0;199
3;sŏʹrcĕry;;;;n.;29.0;199
2;sŏʹrdid;L.;;;a.;30.0;199
2;ſordīʹne;;;;n.;31.0;199
1;sōre;;;;a.;32.0;199
2;sōʹr_e_ly;;;;p.;33.0;199
2;sŏʹrel;;;;n.;34.0;199
1;sŏʹrrel;;;;n.;35.0;199
2;sŏʹrro_w_;;;;n.;36.0;199
3;sŏrro_w_ful;;nbSyll>1 et pas d'accent tonic;;a.;37.0;199
1;sŏʹrry;;;;a.;38.0;199
1;sŏrt;;;;n.;39.0;199
2;sŏʹrtment;;;;n.;40.0;199
1;sŏt;;;;n.;41.0;199
1;ſȯu̇ce;;;;n.;42.0;199
3;sŏʹvĕreign;F.;;;n.;43.0;199
4;sŏʹvĕrei_g_nty;;;;n.;44.0;199
1;ſo_ugh_t;;;;a.;45.0;199
1;ſoul;;;;n.;46.0;199
1;ſȯu̇nd;;;;n.;47.0;199
1;ſoup (ſoop);;;Aide à la {pron}.;n.;48.0;199
1;ſȯu̇r;;;;a.;49.0;199
1;ſȯu̇rce;F.;;;n.;50.0;199
1;ſȯu̇th;;;;n.;51.0;199
3;ſȯu̇ʹtherly;;;;a.;52.0;199
2;ſȯu̇ʹthĕrn;;;;a.;53.0;199
3;ſȯu̇ʹthernwood;;;;n.;54.0;199
1;ſo_w_;;;;n.;55.0;199
1;ſpāce;L.;;;n.;56.0;199
3;ſpāʹcĭ_o_us;;;;a.;57.0;199
1;ſpāde;;;;n.;58.0;199
3;ſpăʹgĭric;;;;a.;59.0;199
3;ſpăʹgĭriſt;L.;;;n.;60.0;199
1;ſpāʹke;;;;n.;61.0;199
1;ſpălt;;;;n.;62.0;199
1;ſpăn;;;;n.;63.0;199
2;ſpăʹngled;;;;a.;64.0;199
2;ſpăʹngles;;;;n.;65.0;199
3;ſpăʹnĭel;;;;n.;66.0;199
2;ſpăʹniſh;;;;a.;67.0;199
1;ſpănk;;;;n.;68.0;199
1;ſpăr;;;;n.;69.0;199
1;ſpāre;;;;a.;70.0;199
2;ſpăʹrhawk;;;;n.;71.0;199
1;ſpărk;;;;n.;72.0;199
2;ſpăʹrkiſh;;;;a.;73.0;199
2;ſpăʹrkle;;;;v.;74.0;199
2;ſpăʹrring;;;;n.;2.0;200
2;ſpăʹrro_w_;;;;n.;3.0;200
3;ſpăſmăʹtic;;;;a.;4.0;200
2;ſpăʹſmŭs;;;;n.;5.0;200
1;ſpăt;;;;n.;6.0;200
3;ſpāʹti_o_us;;;;a.;7.0;200
2;ſpăʹtt_e_r;;;;v.;8.0;200
4;ſpăʹttĕrdăſhes;;;;n.;9.0;200
3;ſpāʹtūlā;;;;n.;10.0;200
2;ſpaʹvin;;;;n.;11.0;200
1;ſpaw;;;;n.;12.0;200
1;ſpawl;;;;v.;13.0;200
1;ſpawn;;;;n.;14.0;200
1;ſpay;L.;;;v.;15.0;200
1;ſpeak;;;;v.;16.0;200
1;ſpear;;;;n.;17.0;200
2;ſpeaʹrmint;;;;n.;18.0;200
3;ſpĕʹcĭal;L.;;;a.;19.0;200
5;ſpĕcĭaʹlĭty;;;;n.;20.0;200
3;ſpeʹcĭe;F.;;;n.;21.0;200
3;ſpĕʹcĭes;;;;n.;22.0;200
3;ſpĕcĭʹfĭc;L.;;;a.;23.0;200
3;ſpĕʹcĭfy;L.;;;v.;24.0;200
3;ſpĕʹcĭmen;L.;;;n.;25.0;200
3;ſpĕʹcĭ_o_us;L.;;;a.;26.0;200
1;ſpeck;;;;n.;27.0;200
2;ſpĕʹckled;;;;a.;28.0;200
3;ſpĕʹctăcle;;;;n.;29.0;200
3;ſpĕʹctăcles;;;;n.;30.0;200
3;ſpĕctāʹtor;L.;;;n.;31.0;200
2;ſpĕʹctre;L.;;;n.;32.0;200
5;ſpĕcūlāʹtion;;;;n.;33.0;200
4;ſpĕʹcŭlative;;;;a.;34.0;200
3;ſpĕʹcŭlum;;;;n.;35.0;200
1;ſpeech;;;;n.;36.0;200
2;ſpeeʹchleſs;;;;a.;37.0;200
1;ſpeed;;;;n.;38.0;200
2;ſpeeʹdy;;;;a.;39.0;200
1;ſpĕll;;;;n.;40.0;200
2;ſpĕʹlt_e_r;;;;n.;41.0;200
1;ſpĕnd;;;;v.;42.0;200
2;ſpĕʹndthriſt;;;;n.;43.0;200
1;ſpĕrm;G.;;;n.;44.0;200
3;ſpĕrmăʹtic;;;;a.;45.0;200
1;ſpew;;;;v.;46.0;200
1;ſphēre;G.;;;n.;47.0;200
3;ſphēʹrĭcal;;;;a.;48.0;200
2;ſphēroiʹd;G.;;;n.;49.0;200
4;ſphēroiʹdĭcal;;;;a.;50.0;200
2;ſphĭʹnct_e_r;G.;;;n.;51.0;200
1;ſphy̆nx;;;;n.;52.0;200
1;ſpīce;;;;n.;53.0;200
3;ſpīʹc_e_ry;;;;n.;54.0;200
2;ſpīʹcy;;;;a.;55.0;200
2;ſpīʹd_e_r;;;;n.;56.0;200
3;ſpĭʹd_e_rwort;;;;n.;57.0;200
2;ſpĭʹggot;;;;n.;58.0;200
1;ſpīke;;;;n.;59.0;200
2;ſpīʹk_e_nărd;L.;;;n.;60.0;200
1;ſpĭll;;;;v.;61.0;200
1;ſpĭn;;;;v.;62.0;200
2;ſpĭʹnage;;;;n.;63.0;200
2;ſpĭʹndle;;;;n.;64.0;200
1;ſpīne;;;;n.;65.0;200
2;ſpĭneʹt;;;;n.;66.0;200
4;ſpīnĭʹfĕr_o_us;L.;;;a.;67.0;200
1;ſpĭnk;;;;n.;68.0;200
2;ſpĭʹnſt_e_r;;;;n.;69.0;200
2;ſpīʹral;;;;a.;70.0;200
1;ſpīre;;;;n.;71.0;200
2;ſpĭʹrit;L.;;;n.;72.0;200
4;ſpĭʹrĭtū_o_us;;;;a.;73.0;200
4;ſpĭʹrĭtūal;;;;a.;2.0;201
6;ſpĭrĭtūāʹlĭties;;;;n.;3.0;201
6;ſpĭrĭtūāʹlĭty;L.;;;n.;4.0;201
5;ſpĭʹrĭtūalīze;;;;v.;5.0;201
2;ſpĭʹrit;;;;v.;6.0;201
3;ſpĭſsāted;L.;nbSyll>1 et pas d'accent tonic;;a.;7.0;201
3;ſpĭʹſsĭtūde;L.;;;n.;8.0;201
1;ſpĭt;;;;v.;9.0;201
1;ſpīte;L.;;;n.;10.0;201
2;ſpīʹt_e_ful;;;;a.;11.0;201
2;ſpĭʹttal;;;;n.;12.0;201
2;ſpĭʹtt_e_r;;;;n.;13.0;201
2;ſpĭʹttle;;;;n.;14.0;201
1;ſplăſh;;;;v.;15.0;201
2;ſplăʹſhy;;;;a.;16.0;201
3;ſplaʹyfooted;;;;a.;17.0;201
1;ſpleen;G.;;;n.;18.0;201
2;ſplĕʹndid;L.;;;a.;19.0;201
2;ſplĕʹndo_u_r;;;;n.;20.0;201
3;ſplēʹnĕtic;;;;a.;21.0;201
1;ſplĕnt;;;;n.;22.0;201
1;ſplīce;;;;v.;23.0;201
2;ſplʹĭnt_e_r;;;;n.;24.0;201
1;ſplĭt;;;;v.;25.0;201
1;ſpoil;;;;v.;26.0;201
1;ſpōkes;;;;n.;27.0;201
2;ſpōʹk_e_fman;;;;n.;28.0;201
2;ſpŏʹndee;;;;n.;29.0;201
2;ſpŏʹnfal;L.;;;a.;30.0;201
2;ſpŏʹnfor;L.;;;n.;31.0;201
4;ſpŏntāʹne_o_us;L.;;;a.;32.0;201
1;ſpoon;;;;n.;33.0;201
1;ſpŏrt;;;;n.;34.0;201
2;ſpŏʹrtĭve;;;;a.;35.0;201
1;ſpŏt;;;;n.;36.0;201
2;ſpŏʹtleſs;;;;a.;37.0;201
2;ſpȯu̇ʹſal;;;;n.;38.0;201
1;ſpȯu̇ſe;;;;n.;39.0;201
1;ſpȯu̇t;;;;n.;40.0;201
1;ſprain;;;;v.;41.0;201
1;ſprăt;;;;n.;42.0;201
1;ſprawl;;;;v.;43.0;201
1;ſpray;;;;n.;44.0;201
1;ſpread;;;;v.;45.0;201
1;ſprig;;;;n.;46.0;201
1;ſprī_gh_t;;;;n.;47.0;201
2;ſprīʹ_gh_tly;;;;a.;48.0;201
1;ſpring;;;;n.;49.0;201
1;ſprĭnge;;;;n.;50.0;201
2;ſprĭʹngy;;;;a.;51.0;201
2;ſprĭʹnkle;;;;v.;52.0;201
1;ſprĭt;;;;n.;53.0;201
1;ſprȯu̇t;;;;n.;54.0;201
1;ſprȯu̇ce;;;;a.;55.0;201
1;ſpūme;;;;n.;56.0;201
1;ſpŭnge;;;;n.;57.0;201
2;ſpŭʹngy;;;;a.;58.0;201
1;ſpŭr;;;;n.;59.0;201
1;ſpŭrge;;;;n.;60.0;201
2;ſpūʹrĭ_o_us;;;;a.;61.0;201
1;ſpŭrn;;;;v.;62.0;201
1;ſpŭrt;;;;n.;63.0;201
1;ſpy;;;;n.;64.0;201
1;ſquăb;;;;n.;65.0;201
2;ſquăʹbble;;;;n.;66.0;201
2;ſquaʹdron;;;;n.;67.0;201
2;ſquaʹlid;;;;a.;68.0;201
1;ſquall;;;;n.;69.0;201
2;ſquăʹnd_e_r;;;;v.;70.0;201
1;ſquāre;;;;n.;71.0;201
1;ſquăſh;;;;v.;72.0;201
1;ſquăt;;;;v.;73.0;201
1;ſqueak;;;;v.;2.0;202
1;ſqueal;;;;v.;3.0;202
2;ſqueaʹmiſh;;;;a.;4.0;202
1;ſqueeze;;;;v.;5.0;202
1;ſquĭb;;;;n.;6.0;202
1;ſquĭnt;;;;v.;7.0;202
2;ſquĭʹrrel;;;;n.;8.0;202
1;ſquĭrt;;;;v.;9.0;202
1;ſtăb;;;;v.;10.0;202
4;ſtăbĭʹlĭty;L.;;;n.;11.0;202
2;ſtāʹble;L.;;;a.;12.0;202
1;ſtăck;;;;n.;13.0;202
3;ſtăʹdthold_e_r;;;;n.;14.0;202
1;ſtăg;;;;n.;15.0;202
1;ſtāge;;;;n.;16.0;202
2;ſtăʹgg_e_r;;;;v.;17.0;202
3;ſtāʹgĭrīte;;;;n.;18.0;202
3;ſtăʹgnăncy;;;;n.;19.0;202
2;ſtăʹgnănt;F.;;;a.;20.0;202
2;ſtăʹgnāte;L.;;;v.;21.0;202
1;ſtaid;;;;a.;22.0;202
1;ſtain;;;;v.;23.0;202
1;ſtairs;;;;n.;24.0;202
1;ſtāke;;;;n.;25.0;202
1;ſtāle;;;;n.;26.0;202
1;ſtalk;;;;n.;27.0;202
1;ſtall;;;;n.;28.0;202
2;ſtaʹllage;;;;n.;29.0;202
3;ſtaʹllĭon;;;;n.;30.0;202
3;ſtăʹmĭnā;L.;;;n.;31.0;202
2;ſtaʹmine;;;;n.;32.0;202
2;ſtăʹmm_e_r;;;;v.;33.0;202
1;ſtămp;;;;v.;34.0;202
1;ſtănch;;;;v.;35.0;202
3;ſtăʹnchĭons;;;;n.;36.0;202
1;ſtănd;;;;n.;37.0;202
3;ſtăʹndărd;;;;n.;38.0;202
2;ſtăʹndiſh;;;;n.;39.0;202
2;ſtāʹn_e_fīles;;;;n.;40.0;202
3;ſtăʹnnăries;;;;n.;41.0;202
2;ſtăʹnzā;;;;n.;42.0;202
2;ſtāʹple;;;;n.;43.0;202
1;ſtar;;;;n.;44.0;202
1;ſtărch;;;;n.;45.0;202
2;ſtăʹrched;;;;a.;46.0;202
1;ſtāre;;;;v.;47.0;202
1;ſtărk;;;;a.;48.0;202
2;ſtaʹrleſs;;;;a.;49.0;202
2;ſtăʹrling;;;;n.;50.0;202
2;ſtăʹrry;;;;a.;51.0;202
1;ſtărt;;;;v.;52.0;202
2;ſtăʹrtle;;;;v.;53.0;202
1;ſtărve;;;;v.;54.0;202
1;ſtāte;;;;n.;55.0;202
3;ſtăʹt_e_lĭneſs;;;;n.;56.0;202
2;ſtāʹt_e_ly;;;;a.;57.0;202
2;ſtāʹter;;;;n.;58.0;202
2;ſtāʹt_e_ſmăn;;;;n.;59.0;202
2;ſtăʹtics;L.;;;n.;60.0;202
3;ſtāʹtion;L.;;;n.;61.0;202
5;ſtāʹtionāry;;;;a.;62.0;202
4;ſtāʹtionĕr;;;;n.;63.0;202
4;ſtăʹtūāry;;;;n.;64.0;202
2;ſtăʹtue;L.;;;n.;65.0;202
2;ſtăʹtūre;L.;;;n.;66.0;202
2;ſtăʹtūte;L.;;;n.;67.0;202
1;ſtāve;;;;v.;68.0;202
3;ſtāʹv_e_sācre;;;;n.;69.0;202
1;ſtay;;;;v.;70.0;202
2;ſtaʹyed;;;;a.;71.0;202
1;ſtays;;;;n.;72.0;202
1;ſtead;;;;n.;73.0;202
2;ſteaʹdfaſt;;;;n.;74.0;202
2;ſteaʹdy;;;;a.;2.0;203
1;ſteak;;;;n.;3.0;203
1;ſteal;;;;v.;4.0;203
1;ſtealth;;;;p.;5.0;203
1;ſteam;;;;n.;6.0;203
2;ſlĕʹdfăſt;;;;n.;7.0;203
1;ſteed;;;;n.;8.0;203
1;ſteel;;;;n.;9.0;203
2;ſteeʹlyard;;;;n.;10.0;203
1;ſteen;;;;n.;11.0;203
1;ſteep;;;;a.;12.0;203
2;ſteeʹple;;;;n.;13.0;203
1;ſteer;;;;n.;14.0;203
2;ſteeʹrage;;;;n.;15.0;203
2;ſteeʹrſman;;;;n.;16.0;203
1;ſtĕm;;;;n.;17.0;203
1;ſtĕnch;;;;n.;18.0;203
4;ſtĕntōʹrĭan;;;;n.;19.0;203
5;ſtĕntŏrōphŏʹnic;;;;n.;20.0;203
1;ſtĕp;;;;n.;21.0;203
5;ſtĕrēŏʹgrăphy;G.;;;n.;22.0;203
5;ſtĕrēŏʹmĕtry;G.;;;n.;23.0;203
5;ſtĕrēŏʹtŏmy;;;;n.;24.0;203
2;ſtĕʹril;L.;;;a.;25.0;203
4;ſtĕrĭʹlĭty;;;;n.;26.0;203
2;ſtĕʹrling;;;;n.;27.0;203
1;ſtĕrn;;;;n.;28.0;203
5;ſtĕrnūʹtătory;L.;;;n.;29.0;203
1;ſtew;;;;n.;30.0;203
2;ſteʹward;;;;n.;31.0;203
3;ſteʹwardſhip;;;;n.;32.0;203
1;ſtews;;;;n.;33.0;203
3;ſtĭʹbĭum;;;;n.;34.0;203
1;ſtĭck;;;;n.;35.0;203
2;ſtĭʹckle;;;;v.;36.0;203
2;ſtĭʹcky;;;;a.;37.0;203
1;ſtĭff;;;;a.;38.0;203
3;ſtĭʹffnĕcked;;;;a.;39.0;203
2;ſtĭʹff_e_n;;;;a.;40.0;203
2;ſtĭʹfle;;;;v.;41.0;203
3;ſtĭʹgmatīze;;;;v.;42.0;203
1;ſtīle;;;;n.;43.0;203
1;ſtĭll;;;;n.;44.0;203
2;ſtĭʹlling;;;;n.;45.0;203
3;ſtĭllĕʹtto;;;;n.;46.0;203
2;ſtĭʹllneſs;;;;n.;47.0;203
1;ſtĭlts;;;;n.;48.0;203
3;ſtĭʹmūlāte;;;;v.;49.0;203
5;ſtĭmūlāʹtion;L.;;;n.;50.0;203
1;ſtĭng;;;;n.;51.0;203
2;ſtĭʹngo;;;;n.;52.0;203
2;ſtĭʹngy;;;;a.;53.0;203
1;ſtĭnk;;;;n.;54.0;203
1;ſtĭnt;;;;v.;55.0;203
2;ſtĭʹpĕnd;;;;n.;56.0;203
